UNITID,Pop_Code,Total_Pop,Fully_online,Partially_Online,No_online,Population,Year
153384,1,1788,,,1788,All Students,2024
153384,2,1788,,,1788,Undergrad,2024
153384,3,1729,,,1729,,2024
153384,11,59,,,59,,2024
153427,1,41,12,29,0,All Students,2024
153427,2,41,12,29,0,Undergrad,2024
153427,3,41,12,29,0,,2024
153445,1,5120,1009,1393,2718,All Students,2024
153445,2,5120,1009,1393,2718,Undergrad,2024
153445,3,2626,375,1155,1096,,2024
153445,11,2494,634,238,1622,,2024
153463,1,25,,,25,All Students,2024
153463,2,25,,,25,Undergrad,2024
153463,3,25,,,25,,2024
153472,1,3184,423,902,1859,All Students,2024
153472,2,3184,423,902,1859,Undergrad,2024
153472,3,1495,214,623,658,,2024
153472,11,1689,209,279,1201,,2024
153524,1,4949,528,996,3425,All Students,2024
153524,2,4949,528,996,3425,Undergrad,2024
153524,3,3103,180,539,2384,,2024
153524,11,1846,348,457,1041,,2024
153533,1,1945,210,524,1211,All Students,2024
153533,2,1945,210,524,1211,Undergrad,2024
153533,3,941,73,318,550,,2024
153533,11,1004,137,206,661,,2024
153542,1,16,0,7,9,All Students,2024
153542,2,16,0,7,9,Undergrad,2024
153542,3,16,0,7,9,,2024
153597,1,74,,,74,All Students,2024
153597,2,74,,,74,Undergrad,2024
153597,3,74,,,74,,2024
153603,1,30380,972,17472,11936,All Students,2024
153603,2,25628,381,16549,8698,Undergrad,2024
153603,3,25367,286,16512,8569,,2024
153603,11,261,95,37,129,,2024
153603,12,4752,591,923,3238,Graduate,2024
153630,1,5540,1633,1886,2021,All Students,2024
153630,2,5540,1633,1886,2021,Undergrad,2024
153630,3,2916,721,1277,918,,2024
153630,11,2624,912,609,1103,,2024
153658,1,30779,3028,13742,14009,All Students,2024
153658,2,22738,793,13238,8707,Undergrad,2024
153658,3,22264,603,13199,8462,,2024
153658,11,474,190,39,245,,2024
153658,12,8041,2235,504,5302,Graduate,2024
153737,1,12763,2770,4897,5096,All Students,2024
153737,2,12763,2770,4897,5096,Undergrad,2024
153737,3,7591,1640,3881,2070,,2024
153737,11,5172,1130,1016,3026,,2024
153746,1,54,,,54,All Students,2024
153746,2,54,,,54,Undergrad,2024
153746,3,54,,,54,,2024
153764,1,141,,,141,All Students,2024
153764,2,141,,,141,Undergrad,2024
153764,3,141,,,141,,2024
153773,1,56,,,56,All Students,2024
153773,2,56,,,56,Undergrad,2024
153773,3,56,,,56,,2024
153782,1,22,,,22,All Students,2024
153782,2,22,,,22,Undergrad,2024
153782,3,22,,,22,,2024
153825,1,1189,25,50,1114,All Students,2024
153825,2,1123,0,25,1098,Undergrad,2024
153825,3,1083,0,25,1058,,2024
153825,11,40,0,0,40,,2024
153825,12,66,25,25,16,Graduate,2024
153834,1,1384,0,15,1369,All Students,2024
153834,2,1384,0,15,1369,Undergrad,2024
153834,3,1379,0,15,1364,,2024
153834,11,5,0,0,5,,2024
153861,1,2592,1994,235,363,All Students,2024
153861,2,922,798,36,88,Undergrad,2024
153861,3,922,798,36,88,,2024
153861,12,1670,1196,199,275,Graduate,2024
153922,1,1857,541,754,562,All Students,2024
153922,2,1857,541,754,562,Undergrad,2024
153922,3,788,191,491,106,,2024
153922,11,1069,350,263,456,,2024
153977,1,869,188,472,209,All Students,2024
153977,2,867,188,470,209,Undergrad,2024
153977,3,867,188,470,209,,2024
153977,12,2,0,2,0,Graduate,2024
154004,1,2056,926,0,1130,All Students,2024
154004,2,1172,42,0,1130,Undergrad,2024
154004,3,1163,42,0,1121,,2024
154004,11,9,0,0,9,,2024
154004,12,884,884,0,0,Graduate,2024
154013,1,1417,225,720,472,All Students,2024
154013,2,1139,111,570,458,Undergrad,2024
154013,3,1107,100,558,449,,2024
154013,11,32,11,12,9,,2024
154013,12,278,114,150,14,Graduate,2024
154022,1,28004,27981,23,0,All Students,2024
154022,2,21113,21113,0,0,Undergrad,2024
154022,3,20152,20152,0,0,,2024
154022,11,961,961,0,0,,2024
154022,12,6891,6868,23,0,Graduate,2024
154059,1,2662,599,1078,985,All Students,2024
154059,2,2662,599,1078,985,Undergrad,2024
154059,3,1320,142,775,403,,2024
154059,11,1342,457,303,582,,2024
154095,1,9278,1482,2792,5004,All Students,2024
154095,2,7711,703,2638,4370,Undergrad,2024
154095,3,7529,630,2631,4268,,2024
154095,11,182,73,7,102,,2024
154095,12,1567,779,154,634,Graduate,2024
154101,1,1705,583,266,856,All Students,2024
154101,2,1184,122,266,796,Undergrad,2024
154101,3,1175,118,264,793,,2024
154101,11,9,4,2,3,,2024
154101,12,521,461,0,60,Graduate,2024
154110,1,4808,841,1792,2175,All Students,2024
154110,2,4808,841,1792,2175,Undergrad,2024
154110,3,1697,438,883,376,,2024
154110,11,3111,403,909,1799,,2024
154129,1,1907,757,436,714,All Students,2024
154129,2,1907,757,436,714,Undergrad,2024
154129,3,864,180,272,412,,2024
154129,11,1043,577,164,302,,2024
154156,1,1534,76,695,763,All Students,2024
154156,12,1534,76,695,763,Graduate,2024
154174,1,2161,6,0,2155,All Students,2024
154174,2,47,6,0,41,Undergrad,2024
154174,3,43,3,0,40,,2024
154174,11,4,3,0,1,,2024
154174,12,2114,0,0,2114,Graduate,2024
154208,1,176,,,176,All Students,2024
154208,2,176,,,176,Undergrad,2024
154208,3,176,,,176,,2024
154235,1,2498,225,849,1424,All Students,2024
154235,2,1939,104,725,1110,Undergrad,2024
154235,3,1916,100,709,1107,,2024
154235,11,23,4,16,3,,2024
154235,12,559,121,124,314,Graduate,2024
154262,1,176,41,37,98,All Students,2024
154262,2,176,41,37,98,Undergrad,2024
154262,3,167,32,37,98,,2024
154262,11,9,9,0,0,,2024
154332,1,127,,,127,All Students,2024
154332,2,127,,,127,Undergrad,2024
154332,3,127,,,127,,2024
154350,1,1251,53,201,997,All Students,2024
154350,2,1235,40,200,995,Undergrad,2024
154350,3,1227,39,200,988,,2024
154350,11,8,1,0,7,,2024
154350,12,16,13,1,2,Graduate,2024
154378,1,3028,995,844,1189,All Students,2024
154378,2,3028,995,844,1189,Undergrad,2024
154378,3,1699,433,614,652,,2024
154378,11,1329,562,230,537,,2024
154396,1,1566,663,357,546,All Students,2024
154396,2,1566,663,357,546,Undergrad,2024
154396,3,729,237,191,301,,2024
154396,11,837,426,166,245,,2024
154448,1,135,,,135,All Students,2024
154448,2,135,,,135,Undergrad,2024
154448,3,135,,,135,,2024
154457,1,67,,,67,All Students,2024
154457,2,67,,,67,Undergrad,2024
154457,3,67,,,67,,2024
154466,1,66,,,66,All Students,2024
154466,2,66,,,66,Undergrad,2024
154466,3,66,,,66,,2024
154493,1,3941,2959,939,43,All Students,2024
154493,2,3054,2226,785,43,Undergrad,2024
154493,3,1994,1169,782,43,,2024
154493,11,1060,1057,3,0,,2024
154493,12,887,733,154,0,Graduate,2024
154518,1,2225,1638,0,587,All Students,2024
154518,2,1834,1247,0,587,Undergrad,2024
154518,3,1827,1240,0,587,,2024
154518,11,7,7,0,0,,2024
154518,12,391,391,0,0,Graduate,2024
154527,1,1483,22,169,1292,All Students,2024
154527,2,1462,1,169,1292,Undergrad,2024
154527,3,1452,1,169,1282,,2024
154527,11,10,0,0,10,,2024
154527,12,21,21,0,0,Graduate,2024
154536,1,161,4,112,45,All Students,2024
154536,12,161,4,112,45,Graduate,2024
154545,1,91,,,91,All Students,2024
154545,2,91,,,91,Undergrad,2024
154545,3,91,,,91,,2024
154572,1,5482,2096,1296,2090,All Students,2024
154572,2,5482,2096,1296,2090,Undergrad,2024
154572,3,2647,882,743,1022,,2024
154572,11,2835,1214,553,1068,,2024
154590,1,1425,226,252,947,All Students,2024
154590,2,1348,207,252,889,Undergrad,2024
154590,3,1301,169,251,881,,2024
154590,11,47,38,1,8,,2024
154590,12,77,19,0,58,Graduate,2024
154642,1,1855,1092,411,352,All Students,2024
154642,2,1855,1092,411,352,Undergrad,2024
154642,3,810,454,261,95,,2024
154642,11,1045,638,150,257,,2024
154688,1,2017,661,53,1303,All Students,2024
154688,2,1530,174,53,1303,Undergrad,2024
154688,3,1100,144,53,903,,2024
154688,11,430,30,0,400,,2024
154688,12,487,487,0,0,Graduate,2024
154697,1,5092,2862,469,1761,All Students,2024
154697,2,5092,2862,469,1761,Undergrad,2024
154697,3,2455,1252,369,834,,2024
154697,11,2637,1610,100,927,,2024
154712,1,2535,125,7,2403,All Students,2024
154712,2,2403,0,0,2403,Undergrad,2024
154712,3,2272,0,0,2272,,2024
154712,11,131,0,0,131,,2024
154712,12,132,125,7,0,Graduate,2024
154721,1,615,0,162,453,All Students,2024
154721,2,611,0,162,449,Undergrad,2024
154721,3,569,0,162,407,,2024
154721,11,42,0,0,42,,2024
154721,12,4,0,0,4,Graduate,2024
154749,1,509,1,46,462,All Students,2024
154749,2,509,1,46,462,Undergrad,2024
154749,3,504,0,46,458,,2024
154749,11,5,1,0,4,,2024
154800,1,6841,2373,2293,2175,All Students,2024
154800,2,6841,2373,2293,2175,Undergrad,2024
154800,3,5104,1939,1966,1199,,2024
154800,11,1737,434,327,976,,2024
154855,1,469,124,98,247,All Students,2024
154855,2,454,109,98,247,Undergrad,2024
154855,3,380,100,98,182,,2024
154855,11,74,9,0,65,,2024
154855,12,15,15,0,0,Graduate,2024
154907,1,1715,369,393,953,All Students,2024
154907,2,1715,369,393,953,Undergrad,2024
154907,3,762,139,238,385,,2024
154907,11,953,230,155,568,,2024
154925,1,1466,81,393,992,All Students,2024
154925,2,1466,81,393,992,Undergrad,2024
154925,3,850,62,353,435,,2024
154925,11,616,19,40,557,,2024
154934,1,1409,344,172,893,All Students,2024
154934,2,1409,344,172,893,Undergrad,2024
154934,3,838,344,172,322,,2024
154934,11,571,0,0,571,,2024
154952,1,2235,781,749,705,All Students,2024
154952,2,2235,781,749,705,Undergrad,2024
154952,3,1543,567,542,434,,2024
154952,11,692,214,207,271,,2024
154998,1,1655,269,661,725,All Students,2024
154998,2,1655,269,661,725,Undergrad,2024
154998,3,1106,214,538,354,,2024
154998,11,549,55,123,371,,2024
155007,1,395,15,43,337,All Students,2024
155007,2,395,15,43,337,Undergrad,2024
155007,3,395,15,43,337,,2024
155025,1,4557,2347,1016,1194,All Students,2024
155025,2,2396,378,904,1114,Undergrad,2024
155025,3,2239,337,805,1097,,2024
155025,11,157,41,99,17,,2024
155025,12,2161,1969,112,80,Graduate,2024
155052,1,1794,600,707,487,All Students,2024
155052,2,1794,600,707,487,Undergrad,2024
155052,3,352,45,202,105,,2024
155052,11,1442,555,505,382,,2024
155061,1,12878,7032,2074,3772,All Students,2024
155061,2,10172,4567,1973,3632,Undergrad,2024
155061,3,9733,4224,1961,3548,,2024
155061,11,439,343,12,84,,2024
155061,12,2706,2465,101,140,Graduate,2024
155070,1,219,61,18,140,All Students,2024
155070,2,170,41,18,111,Undergrad,2024
155070,3,168,40,18,110,,2024
155070,11,2,1,0,1,,2024
155070,12,49,20,0,29,Graduate,2024
155089,1,1961,250,687,1024,All Students,2024
155089,2,1548,121,571,856,Undergrad,2024
155089,3,1048,95,546,407,,2024
155089,11,500,26,25,449,,2024
155089,12,413,129,116,168,Graduate,2024
155098,1,1376,134,354,888,All Students,2024
155098,2,1376,134,354,888,Undergrad,2024
155098,3,693,113,325,255,,2024
155098,11,683,21,29,633,,2024
155104,1,2079,444,499,1136,All Students,2024
155104,2,2079,444,499,1136,Undergrad,2024
155104,3,1474,296,363,815,,2024
155104,11,605,148,136,321,,2024
155140,1,978,24,327,627,All Students,2024
155140,2,978,24,327,627,Undergrad,2024
155140,3,978,24,327,627,,2024
155159,1,83,,,83,All Students,2024
155159,2,83,,,83,Undergrad,2024
155159,3,83,,,83,,2024
155177,1,373,0,30,343,All Students,2024
155177,2,373,0,30,343,Undergrad,2024
155177,3,372,0,30,342,,2024
155177,11,1,0,0,1,,2024
155186,1,2190,647,541,1002,All Students,2024
155186,2,2190,647,541,1002,Undergrad,2024
155186,3,1279,322,391,566,,2024
155186,11,911,325,150,436,,2024
155195,1,5119,1374,1063,2682,All Students,2024
155195,2,5119,1374,1063,2682,Undergrad,2024
155195,3,3039,1098,787,1154,,2024
155195,11,2080,276,276,1528,,2024
155201,1,764,183,302,279,All Students,2024
155201,2,764,183,302,279,Undergrad,2024
155201,3,486,95,245,146,,2024
155201,11,278,88,57,133,,2024
155210,1,18743,3507,4198,11038,All Students,2024
155210,2,18743,3507,4198,11038,Undergrad,2024
155210,3,11332,2828,3765,4739,,2024
155210,11,7411,679,433,6299,,2024
155283,1,198,17,181,0,All Students,2024
155283,2,198,17,181,0,Undergrad,2024
155283,3,198,17,181,0,,2024
155292,1,5014,1160,1120,2734,All Students,2024
155292,2,5014,1160,1120,2734,Undergrad,2024
155292,3,3319,989,1004,1326,,2024
155292,11,1695,171,116,1408,,2024
155308,1,145,16,129,0,All Students,2024
155308,2,143,14,129,0,Undergrad,2024
155308,3,143,14,129,0,,2024
155308,12,2,2,0,0,Graduate,2024
155317,1,29792,3126,10681,15985,All Students,2024
155317,2,22085,1115,9651,11319,Undergrad,2024
155317,3,21217,1062,9631,10524,,2024
155317,11,868,53,20,795,,2024
155317,12,7707,2011,1030,4666,Graduate,2024
155335,1,2939,300,589,2050,All Students,2024
155335,2,2529,36,547,1946,Undergrad,2024
155335,3,851,29,546,276,,2024
155335,11,1678,7,1,1670,,2024
155335,12,410,264,42,104,Graduate,2024
155353,1,97,,,97,All Students,2024
155353,2,97,,,97,Undergrad,2024
155353,3,97,,,97,,2024
155399,1,20295,3365,7916,9014,All Students,2024
155399,2,15650,1525,7234,6891,Undergrad,2024
155399,3,15142,1403,7212,6527,,2024
155399,11,508,122,22,364,,2024
155399,12,4645,1840,682,2123,Graduate,2024
155414,1,1021,82,476,463,All Students,2024
155414,2,962,52,447,463,Undergrad,2024
155414,3,956,51,447,458,,2024
155414,11,6,1,0,5,,2024
155414,12,59,30,29,0,Graduate,2024
155423,1,1341,33,37,1271,All Students,2024
155423,2,1341,33,37,1271,Undergrad,2024
155423,3,615,21,29,565,,2024
155423,11,726,12,8,706,,2024
155450,1,1426,455,435,536,All Students,2024
155450,2,1426,455,435,536,Undergrad,2024
155450,3,801,257,327,217,,2024
155450,11,625,198,108,319,,2024
155487,1,878,52,147,679,All Students,2024
155487,2,878,52,147,679,Undergrad,2024
155487,3,342,4,142,196,,2024
155487,11,536,48,5,483,,2024
155496,1,160,30,2,128,All Students,2024
155496,2,160,30,2,128,Undergrad,2024
155496,3,146,29,2,115,,2024
155496,11,14,1,0,13,,2024
155511,1,878,0,3,875,All Students,2024
155511,2,876,0,1,875,Undergrad,2024
155511,3,872,0,1,871,,2024
155511,11,4,0,0,4,,2024
155511,12,2,0,2,0,Graduate,2024
155520,1,1538,143,227,1168,All Students,2024
155520,2,1204,58,169,977,Undergrad,2024
155520,3,983,58,169,756,,2024
155520,11,221,0,0,221,,2024
155520,12,334,85,58,191,Graduate,2024
155566,1,1813,230,540,1043,All Students,2024
155566,2,1813,230,540,1043,Undergrad,2024
155566,3,862,157,418,287,,2024
155566,11,951,73,122,756,,2024
155593,1,987,140,104,743,All Students,2024
155593,2,987,140,104,743,Undergrad,2024
155593,3,441,28,41,372,,2024
155593,11,546,112,63,371,,2024
155618,1,752,24,303,425,All Students,2024
155618,2,752,24,303,425,Undergrad,2024
155618,3,315,3,250,62,,2024
155618,11,437,21,53,363,,2024
155627,1,999,22,528,449,All Students,2024
155627,2,870,12,491,367,Undergrad,2024
155627,3,870,12,491,367,,2024
155627,12,129,10,37,82,Graduate,2024
155636,1,528,347,139,42,All Students,2024
155636,2,221,186,17,18,Undergrad,2024
155636,3,219,184,17,18,,2024
155636,11,2,2,0,0,,2024
155636,12,307,161,122,24,Graduate,2024
155681,1,5755,1043,2435,2277,All Students,2024
155681,2,4472,258,2174,2040,Undergrad,2024
155681,3,4210,250,2156,1804,,2024
155681,11,262,8,18,236,,2024
155681,12,1283,785,261,237,Graduate,2024
155715,1,1322,568,315,439,All Students,2024
155715,2,1322,568,315,439,Undergrad,2024
155715,3,579,82,69,428,,2024
155715,11,743,486,246,11,,2024
155812,1,1462,138,380,944,All Students,2024
155812,2,1027,40,354,633,Undergrad,2024
155812,3,925,39,354,532,,2024
155812,11,102,1,0,101,,2024
155812,12,435,98,26,311,Graduate,2024
155830,1,1016,165,220,631,All Students,2024
155830,2,1016,165,220,631,Undergrad,2024
155830,3,330,97,89,144,,2024
155830,11,686,68,131,487,,2024
155858,1,2092,200,638,1254,All Students,2024
155858,2,2092,200,638,1254,Undergrad,2024
155858,3,1166,184,614,368,,2024
155858,11,926,16,24,886,,2024
155900,1,1041,445,4,592,All Students,2024
155900,2,938,363,4,571,Undergrad,2024
155900,3,924,354,4,566,,2024
155900,11,14,9,0,5,,2024
155900,12,103,82,0,21,Graduate,2024
155937,1,694,91,74,529,All Students,2024
155937,2,670,87,74,509,Undergrad,2024
155937,3,538,80,74,384,,2024
155937,11,132,7,0,125,,2024
155937,12,24,4,0,20,Graduate,2024
155973,1,621,57,0,564,All Students,2024
155973,2,539,9,0,530,Undergrad,2024
155973,3,494,4,0,490,,2024
155973,11,45,5,0,40,,2024
155973,12,82,48,0,34,Graduate,2024
156082,1,6033,783,2054,3196,All Students,2024
156082,2,5331,643,1841,2847,Undergrad,2024
156082,3,4562,632,1825,2105,,2024
156082,11,769,11,16,742,,2024
156082,12,702,140,213,349,Graduate,2024
156107,1,6106,732,1368,4006,All Students,2024
156107,2,6106,732,1368,4006,Undergrad,2024
156107,3,2828,473,1054,1301,,2024
156107,11,3278,259,314,2705,,2024
156125,1,16689,4761,5354,6574,All Students,2024
156125,2,13313,3593,4796,4924,Undergrad,2024
156125,3,10780,2045,4784,3951,,2024
156125,11,2533,1548,12,973,,2024
156125,12,3376,1168,558,1650,Graduate,2024
156134,1,778,119,0,659,All Students,2024
156134,2,778,119,0,659,Undergrad,2024
156134,3,778,119,0,659,,2024
156189,1,589,,,589,All Students,2024
156189,2,589,,,589,Undergrad,2024
156189,3,558,,,558,,2024
156189,11,31,,,31,,2024
156213,1,2100,662,478,960,All Students,2024
156213,2,1789,356,475,958,Undergrad,2024
156213,3,1420,223,305,892,,2024
156213,11,369,133,170,66,,2024
156213,12,311,306,3,2,Graduate,2024
156222,1,1689,688,504,497,All Students,2024
156222,12,1689,688,504,497,Graduate,2024
156231,1,2552,879,685,988,All Students,2024
156231,2,2552,879,685,988,Undergrad,2024
156231,3,1631,657,611,363,,2024
156231,11,921,222,74,625,,2024
156286,1,2886,259,589,2038,All Students,2024
156286,2,2240,20,533,1687,Undergrad,2024
156286,3,2161,20,531,1610,,2024
156286,11,79,0,2,77,,2024
156286,12,646,239,56,351,Graduate,2024
156295,1,1527,,,1527,All Students,2024
156295,2,1527,,,1527,Undergrad,2024
156295,3,1513,,,1513,,2024
156295,11,14,,,14,,2024
156310,1,219,,,219,All Students,2024
156310,2,219,,,219,Undergrad,2024
156310,3,219,,,219,,2024
156338,1,5825,1902,1488,2435,All Students,2024
156338,2,5825,1902,1488,2435,Undergrad,2024
156338,3,3308,1211,1079,1018,,2024
156338,11,2517,691,409,1417,,2024
156356,1,690,252,243,195,All Students,2024
156356,2,560,145,220,195,Undergrad,2024
156356,3,545,132,220,193,,2024
156356,11,15,13,0,2,,2024
156356,12,130,107,23,0,Graduate,2024
156365,1,10836,1713,4888,4235,All Students,2024
156365,2,6848,774,2151,3923,Undergrad,2024
156365,3,2840,648,1658,534,,2024
156365,11,4008,126,493,3389,,2024
156365,12,3988,939,2737,312,Graduate,2024
156392,1,12965,4487,2965,5513,All Students,2024
156392,2,12965,4487,2965,5513,Undergrad,2024
156392,3,8244,3636,2578,2030,,2024
156392,11,4721,851,387,3483,,2024
156408,1,1404,,,1404,All Students,2024
156408,2,1404,,,1404,Undergrad,2024
156408,3,1400,,,1400,,2024
156408,11,4,,,4,,2024
156417,1,183,144,17,22,All Students,2024
156417,2,160,121,17,22,Undergrad,2024
156417,3,159,120,17,22,,2024
156417,11,1,1,0,0,,2024
156417,12,23,23,0,0,Graduate,2024
156426,1,189,,,189,All Students,2024
156426,2,189,,,189,Undergrad,2024
156426,3,189,,,189,,2024
156471,1,5585,3957,1628,0,All Students,2024
156471,2,4801,3173,1628,0,Undergrad,2024
156471,3,4801,3173,1628,0,,2024
156471,12,784,784,0,0,Graduate,2024
156541,1,22120,13667,7078,1375,All Students,2024
156541,2,7612,5021,1861,730,Undergrad,2024
156541,3,6941,4735,1539,667,,2024
156541,11,671,286,322,63,,2024
156541,12,14508,8646,5217,645,Graduate,2024
156620,1,15673,5246,6148,4279,All Students,2024
156620,2,13448,3878,5686,3884,Undergrad,2024
156620,3,12318,3348,5543,3427,,2024
156620,11,1130,530,143,457,,2024
156620,12,2225,1368,462,395,Graduate,2024
156648,1,6420,2639,1660,2121,All Students,2024
156648,2,6420,2639,1660,2121,Undergrad,2024
156648,3,4088,2122,1249,717,,2024
156648,11,2332,517,411,1404,,2024
156727,1,2664,2664,,,All Students,2024
156727,12,2664,2664,,,Graduate,2024
156745,1,1345,234,389,722,All Students,2024
156745,2,1111,0,389,722,Undergrad,2024
156745,3,1097,0,385,712,,2024
156745,11,14,0,4,10,,2024
156745,12,234,234,0,0,Graduate,2024
156754,1,44,,,44,All Students,2024
156754,2,44,,,44,Undergrad,2024
156754,3,44,,,44,,2024
156790,1,3134,1168,425,1541,All Students,2024
156790,2,3134,1168,425,1541,Undergrad,2024
156790,3,1506,815,232,459,,2024
156790,11,1628,353,193,1082,,2024
156842,1,233,,,233,All Students,2024
156842,2,233,,,233,Undergrad,2024
156842,3,233,,,233,,2024
156851,1,1944,442,305,1197,All Students,2024
156851,2,1944,442,305,1197,Undergrad,2024
156851,3,880,386,250,244,,2024
156851,11,1064,56,55,953,,2024
156860,1,2211,967,700,544,All Students,2024
156860,2,2211,967,700,544,Undergrad,2024
156860,3,1630,770,547,313,,2024
156860,11,581,197,153,231,,2024
156921,1,13429,4077,2685,6667,All Students,2024
156921,2,13429,4077,2685,6667,Undergrad,2024
156921,3,7744,3229,2139,2376,,2024
156921,11,5685,848,546,4291,,2024
156967,1,154,,,154,All Students,2024
156967,2,154,,,154,Undergrad,2024
156967,3,154,,,154,,2024
157021,1,444,245,199,0,All Students,2024
157021,2,351,234,117,0,Undergrad,2024
157021,3,347,234,113,0,,2024
157021,11,4,0,4,0,,2024
157021,12,93,11,82,0,Graduate,2024
157030,1,94,45,16,33,All Students,2024
157030,2,88,39,16,33,Undergrad,2024
157030,3,69,21,15,33,,2024
157030,11,19,18,1,0,,2024
